maxDT_veg,minDT_veg,maxNT_veg,minNT_veg,DTR_veg,minDT_rep,maxNT_rep,minNT_rep,DTR_rep,maxDT_gra,maxNT_gra,minNT_gra,DTR_gra,maxDT_sow2rep,minDT_sow2rep,maxNT_sow2rep,minNT_sow2rep,DTR_sow2rep,maxDT_sow2gra,minDT_sow2gra,maxNT_sow2gra,minNT_sow2gra,DTR_sow2gra,MLDS_veg,MLWS_veg,R10mm_veg,R20mm_veg,SDII_veg,Rx1day_veg,Rx5day_veg,Rtotal_veg,MLDS_rep,Rtotal_rep,MLWS_sow2rep,R10mm_sow2rep,R20mm_sow2rep,SDII_sow2rep,Rx1day_sow2rep,Rx5day_sow2rep,Rtotal_sow2rep,MLDS_sow2gra,MLWS_sow2gra,R10mm_sow2gra,R20mm_sow2gra,SDII_sow2gra,Rx1day_sow2gra,Rx5day_sow2gra,Rtotal_sow2gra,year,lat,lon,id
23.16,18.29,17.87,13.72,4.97887323943662,20.61,15.11,11.83,7.5962499999999995,23.38,15.99,9.47,8.328518518518518,23.16,18.29,17.87,11.83,5.3225,23.38,18.29,17.87,9.47,6.533880597014925,5,40,18,1,7.54359375,24.35,66.73,480.25,21,18.22,40,18,1,7.54484375,24.35,66.73,480.25,33,40,18,1,6.806891891891891,24.35,66.73,495.82,2014,11.67813,38.69022,587
21.58,16.54,13.33,9.32,7.750547945205479,17.82,10.81,6.43,10.241538461538461,22.57,10.99,3.78,12.115531914893618,21.58,16.54,13.33,6.68,8.153690476190476,22.57,16.54,13.33,3.78,9.575114503816794,3,45,7,0,5.713181818181818,17.89,48.13,373.97,21,29.619999999999997,45,7,0,5.732727272727273,17.89,48.13,373.97,45,45,7,0,5.738676470588236,17.89,48.13,378.2,2014,9.896,39.2105,589
23.16,18.29,17.87,14.2,4.5342666666666664,19.49,16.04,12.83,6.81375,23.38,15.99,9.47,8.203199999999999,23.16,18.29,17.87,12.92,4.809523809523809,23.38,18.29,17.87,9.47,6.075820895522388,1,52,22,6,9.580821917808219,40.29,132.95,698.32,13,98.43,52,23,6,9.461973684210527,40.29,132.95,716.54,33,52,23,6,8.593023255813954,40.29,132.95,732.11,2014,11.731456,38.751456,590
27.95,22.77,16.63,12.48,11.039350649350649,22.45,15.31,12.48,13.263461538461538,28.81,15.43,8.86,13.80265306122449,28.5,22.77,16.63,12.48,11.426818181818183,28.81,22.45,16.63,8.86,12.276569343065693,4,45,2,0,3.99109375,10.94,38.77,249.23,18,17.42,45,2,0,4.01609375,10.94,38.77,249.23,23,45,3,0,4.193239436619718,11.74,38.77,280.22,2015,8.941833,39.187889,592
25.33,19.15,14.28,9.23,10.682051282051281,19.71,12.19,8.33,13.926666666666666,25.51,12.8,5.63,13.876046511627907,25.33,19.15,14.28,9.09,10.991724137931035,25.51,19.15,14.28,5.63,11.945769230769232,5,36,5,0,4.625090909090909,16.53,53.58,246.02,21,4.63,36,5,0,4.635454545454545,16.53,53.58,246.02,24,36,5,0,4.608548387096774,16.53,53.58,270.22,2015,9.056833,39.166806,593
29.08,20.53,16.63,12.55,10.40554054054054,22.01,15.15,11.63,12.743214285714286,27.88,14.62,8.58,13.709361702127659,29.08,20.53,16.63,12.1,10.823103448275862,29.08,20.53,16.63,8.58,11.835447761194029,26,15,7,2,10.580857142857143,90.51,128.75,363.33,11,4.51,15,7,2,10.346944444444444,90.51,128.75,364.52,26,15,7,2,9.242857142857142,90.51,128.75,375.03000000000003,2015,13.3742,39.0925,595
25.7,18.65,15.37,10.93,8.995675675675676,21.06,14.06,9.23,11.927857142857142,24.69,13.75,5.38,13.591489361702127,25.7,18.65,15.37,10.26,9.5,25.7,18.65,15.37,5.38,10.93507462686567,10,34,9,5,7.66,32.2,74.23,399.14,20,19.09,34,9,5,7.673962264150944,32.2,74.23,399.14,29,34,9,5,7.514181818181819,32.2,74.23,403.01,2013,13.3742,39.0925,596
28.5,22.45,16.6,12.48,11.507435897435897,22.45,15.43,12.06,13.677083333333332,27.89,15.43,8.86,13.77047619047619,28.81,22.45,16.6,12.06,11.815057471264367,28.81,22.45,16.6,8.86,12.45170542635659,15,36,2,0,3.9225490196078434,10.94,33.81,191.06,16,6.92,36,2,0,3.896346153846154,10.94,33.81,192.48,23,36,3,0,4.03344262295082,11.74,33.81,227.96,2015,8.755556,39.235833,597
25.98,20.34,15.57,9.19,10.972597402597403,23.07,12.99,9.06,14.478846153846154,27.38,13.93,7.93,14.658775510204082,25.98,20.34,15.57,9.06,11.413977272727273,27.38,20.34,15.57,7.93,12.574525547445255,19,37,2,0,4.712745098039216,12.65,43.12,234.49,10,3.62,37,2,0,4.6162264150943395,12.65,43.12,236.99,21,37,2,0,4.463833333333333,12.65,43.12,250.4,2014,8.739361,39.221722,602
23.56,17.7,13.5,8.39,9.844931506849315,19.26,11.95,7.74,12.48423076923077,23.74,11.95,5.52,12.554255319148936,23.7,17.7,13.5,7.74,10.295357142857142,23.74,17.7,13.5,5.52,11.105801526717558,16,12,2,0,4.565365853658537,18.96,42.24,177.51,16,9.15,12,2,0,4.3945454545454545,18.96,42.24,182.72,24,12,2,0,4.09,18.96,42.24,224.71,2015,9.801222,39.181111,604
27.95,22.77,16.63,12.48,11.11025641025641,22.45,15.29,12.06,13.608333333333333,28.81,15.43,8.86,13.760714285714286,28.5,22.45,16.63,12.48,11.41,28.81,22.45,16.63,8.86,12.175348837209302,4,45,2,0,3.9909836065573767,10.94,38.77,236.29,20,8.15,45,2,0,4.021967213114754,10.94,38.77,236.29,23,45,3,0,4.178970588235295,11.74,38.77,267.28000000000003,2015,8.788639,39.236583,605
23.16,18.29,17.87,14.34,4.242571428571428,19.49,17.16,13.72,5.723846153846154,23.16,15.91,10.74,7.864339622641509,23.16,18.29,17.87,14.34,4.388148148148148,23.16,18.29,17.87,10.74,5.763059701492537,1,60,25,6,10.62514705882353,40.29,132.95,721.43,2,138.06,60,27,7,10.191392405063292,40.29,132.95,804.04,33,60,28,7,9.254130434782608,40.29,132.95,847.02,2014,11.81736829,38.69348853,607
29.08,20.53,16.63,13.69,10.15125,22.69,15.55,12.1,12.167692307692308,27.88,14.87,8.84,13.366226415094339,29.08,20.53,16.63,12.78,10.41409638554217,29.08,20.53,16.63,8.84,11.564558823529412,19,15,8,2,9.961463414634146,90.51,128.75,402.66,15,1.79,15,8,2,9.799761904761905,90.51,128.75,404.45,26,15,8,2,8.768775510204081,90.51,128.75,416.15,2015,13.3742,39.0925,610
27.95,22.77,16.63,12.48,11.064871794871795,22.45,15.29,12.48,13.4325,28.81,15.43,8.86,13.614651162790697,28.5,22.77,16.63,12.48,11.421149425287357,28.81,22.45,16.63,8.86,12.146692307692307,4,45,2,0,4.023809523809524,10.94,38.77,246.55,18,8.15,45,2,0,4.037301587301587,10.94,38.77,246.55,23,45,3,0,4.205285714285714,11.74,38.77,277.54,2015,8.734194,39.236639,612
25.7,17.31,15.37,10.93,8.66918918918919,20.88,15.02,10.26,10.55625,24.69,13.75,5.38,13.316470588235294,25.7,17.31,15.37,10.57,8.892168674698794,25.7,17.31,15.37,5.38,10.576044776119403,10,40,11,9,9.938333333333333,40.28,134.66,530.04,10,95.5,40,11,9,9.40508474576271,40.28,134.66,547.46,23,40,11,9,9.206557377049181,40.28,134.66,551.33,2013,13.3742,39.0925,614
25.7,18.65,15.37,10.57,9.153421052631579,22.03,14.06,9.23,12.198888888888888,24.69,13.75,5.38,13.504375,25.7,18.65,15.37,9.89,9.633977272727273,25.7,18.65,15.37,5.38,11,10,33,9,5,7.706153846153847,32.2,74.23,393.28000000000003,22,15.66,33,9,5,7.708846153846154,32.2,74.23,393.28000000000003,30,33,9,5,7.482,32.2,74.23,400.99,2013,13.3742,39.0925,615
26.97,17.31,16,12.96,8.256164383561643,20.88,15.02,13.28,9.996,24.64,15.02,9.23,11.47921568627451,26.97,17.31,16,12.96,8.527710843373494,26.97,17.31,16,9.23,9.651044776119402,3,47,15,8,9.875,40.28,142.75,606.6,10,86.43,47,15,8,9.766825396825396,40.28,142.75,608.89,23,47,16,10,9.27025641025641,40.28,142.75,711.81,2013,13.3742,39.0925,616
27.64,17.31,16,12.96,8.280405405405405,22.23,15.11,13.28,10.09125,25.01,15.02,9.23,11.398235294117647,27.64,17.31,16,12.96,8.54710843373494,27.64,17.31,16,9.23,9.632238805970148,3,47,15,8,9.747777777777777,40.28,142.75,608.31,10,16.02,47,15,8,9.52,40.28,142.75,611.71,23,47,16,10,9.095875,40.28,142.75,715.27,2013,13.3742,39.0925,617
25.7,20.88,15.23,10.26,9.903333333333332,22.34,12.9,9.23,12.746153846153845,25.48,13.75,5.38,14.011698113207547,25.7,20.88,15.23,9.23,10.314698795180723,25.7,20.88,15.23,5.38,11.755441176470589,12,20,2,4,6.348717948717948,22.72,74.23,240.02,19,2.22,20,2,4,6.361025641025641,22.72,74.23,240.02,30,20,2,4,6.148809523809524,22.72,74.23,247.73,2013,13.3742,39.0925,618
25.7,17.86,15.37,10.93,8.800416666666667,20.88,15.02,10.11,10.923846153846153,24.69,13.75,5.38,13.498113207547169,25.7,17.86,15.37,10.3,9.144939759036145,25.7,17.86,15.37,5.38,10.84139705882353,10,36,11,5,8.238461538461538,32.2,75.26,421.77,14,84.89,36,11,5,7.957454545454546,32.2,75.26,430.11,29,36,11,5,7.793859649122807,32.2,75.26,433.98,2013,13.3742,39.0925,619
29.08,20.53,16.63,11.63,11.50578947368421,23.63,14.62,11.5,13.056086956521739,27.49,14.58,8.58,13.276,29.08,20.53,16.63,11.5,11.674761904761905,29.08,20.53,16.63,8.58,12.272238805970149,26,5,1,1,10.617058823529412,90.51,128.75,172.71,7,8.98,5,1,1,10.208888888888888,90.51,128.75,173.9,26,5,1,1,8.24,90.51,128.75,215.06,2015,13.3658,39.0839,620
29.08,20.53,16.63,12.55,10.469871794871795,22.01,15.15,11.63,12.524230769230769,27.88,14.62,8.84,13.541489361702128,29.08,20.53,16.63,12.1,10.783595505617978,29.08,20.53,16.63,8.84,11.736691176470588,26,15,8,2,10.272307692307692,90.51,128.75,393.29,11,4.51,15,8,2,10.06925,90.51,128.75,394.48,26,15,8,2,9.102608695652174,90.51,128.75,404.99,2015,13.3546,39.1122,621
29.08,20.53,16.63,12.1,10.656794871794872,22.01,14.51,11.5,13.47,27.88,14.62,8.58,13.420851063829787,29.08,20.53,16.63,11.63,11.012359550561797,29.08,20.53,16.63,8.58,11.84470588235294,26,15,7,2,11.514999999999999,90.51,128.75,338.28000000000003,9,4.99,15,7,2,11.208709677419355,90.51,128.75,339.81,26,15,7,2,9.426341463414635,90.51,128.75,371.51,2015,13.3658,39.0839,622
29.08,20.53,16.63,13.13,10.33077922077922,24.72,15.55,12.1,12.619583333333333,27.88,14.87,8.84,13.395918367346939,29.08,20.53,16.63,12.1,10.515581395348837,29.08,20.53,16.63,8.84,11.561037037037037,25,15,8,2,9.967560975609757,90.51,128.75,402.66,11,2.98,15,8,2,9.816666666666666,90.51,128.75,404.45,26,15,8,2,8.767142857142858,90.51,128.75,416.15,2015,13.3742,39.0925,623
29.08,20.53,16.63,12.1,10.597236842105263,22.01,14.87,11.63,13.377777777777778,27.88,14.62,8.58,13.46375,29.08,20.53,16.63,11.63,10.961590909090908,29.08,20.53,16.63,8.58,11.84470588235294,26,15,7,2,11.513,90.51,128.75,338.28000000000003,9,4.99,15,7,2,11.208709677419355,90.51,128.75,339.81,26,15,7,2,9.426341463414635,90.51,128.75,371.51,2015,13.3742,39.0925,624
29.08,20.53,16.63,12.1,10.458767123287672,22.01,15.15,11.63,12.735199999999999,27.88,14.62,8.58,13.709019607843137,29.08,20.53,16.63,12.1,10.776506024096385,29.08,20.53,16.63,8.58,11.892611940298508,26,15,7,2,10.856060606060606,90.51,128.75,351.73,11,4.51,15,7,2,10.590882352941177,90.51,128.75,352.92,26,15,7,2,9.095952380952381,90.51,128.75,368.78000000000003,2015,13.3742,39.0925,625
25.7,17.31,16,12.96,8.475128205128206,20.88,15.02,10.93,9.915,24.51,14.06,9.23,12.107021276595745,25.7,17.31,16,10.93,8.55123595505618,25.7,17.31,16,9.23,9.780073529411764,10,47,13,8,9.866034482758621,40.28,142.75,565.81,7,101.34,47,14,10,9.803731343283582,40.28,142.75,649.2,23,47,14,10,9.315342465753425,40.28,142.75,668.73,2013,13.3742,39.0925,626
29.08,20.53,16.63,12.1,10.628181818181819,22.01,14.87,11.63,13.339230769230769,27.88,14.62,8.58,13.496122448979591,29.08,20.53,16.63,11.63,10.938068181818181,29.08,20.53,16.63,8.58,11.852992700729926,26,15,7,2,11.283225806451615,90.51,128.75,342.67,9,4.99,15,7,2,10.995625,90.51,128.75,344.2,26,15,7,2,9.306428571428572,90.51,128.75,375.9,2015,13.3742,39.0925,627
25.7,18.65,15.37,10.57,9.153421052631579,22.03,14.06,9.23,12.198888888888888,24.69,13.75,5.38,13.504375,25.7,18.65,15.37,9.89,9.633977272727273,25.7,18.65,15.37,5.38,11,10,33,9,5,7.706153846153847,32.2,74.23,393.28000000000003,22,15.66,33,9,5,7.708846153846154,32.2,74.23,393.28000000000003,30,33,9,5,7.482,32.2,74.23,400.99,2013,13.3742,39.0925,628
25.7,17.31,16,12.96,8.582435897435898,20.88,15.02,10.3,10.081538461538461,24.51,13.75,7.38,12.47,25.7,17.31,16,10.93,8.617078651685393,25.7,17.31,16,7.38,9.948602941176471,10,47,12,8,9.630526315789474,40.28,142.75,542.07,5,101.34,47,13,10,9.563880597014926,40.28,142.75,633.13,23,47,13,10,9.293571428571427,40.28,142.75,639.26,2013,13.3742,39.0925,629
29.08,20.53,16.63,12.55,10.441818181818181,22.01,15.15,11.63,12.609230769230768,27.88,14.62,8.84,13.655625,29.08,20.53,16.63,12.1,10.778863636363637,29.08,20.53,16.63,8.84,11.794191176470589,26,15,8,2,10.370789473684212,90.51,128.75,387.09000000000003,11,4.51,15,8,2,10.154102564102564,90.51,128.75,388.28000000000003,26,15,8,2,9.154444444444444,90.51,128.75,398.79,2015,13.3742,39.0925,630
29.08,20.53,16.63,12.1,10.61064935064935,22.01,14.87,11.63,13.364230769230769,27.88,14.62,8.58,13.514081632653062,29.08,20.53,16.63,11.63,10.912954545454545,29.08,20.53,16.63,8.58,11.843284671532846,26,15,7,2,11.0290625,90.51,128.75,345.87,9,4.99,15,7,2,10.75939393939394,90.51,128.75,347.4,26,15,7,2,9.155581395348838,90.51,128.75,379.1,2015,13.3742,39.0925,631
25.7,19.93,15.37,10.3,9.309594594594595,22.34,14.06,9.23,12.346428571428572,24.69,13.75,5.38,13.54127659574468,25.7,19.93,15.37,9.23,9.837241379310345,25.7,19.93,15.37,5.38,11.136417910447761,10,30,9,4,7.289183673469388,22.72,74.23,349.73,23,10.56,30,9,4,7.292040816326531,22.72,74.23,349.73,30,30,9,4,7.076153846153845,22.72,74.23,357.44,2013,13.3742,39.0925,632
23.12,16.64,17.81,13.43,4.624266666666667,18.55,15.82,13.43,6.657500000000001,23.5,16.3,10.58,8.5006,23.12,16.64,17.81,13.43,4.876309523809524,23.5,16.64,17.81,10.58,6.228656716417911,9,48,17,7,9.47984126984127,27.67,87.50999999999999,592.32,13,97.98,48,18,7,9.474923076923076,27.67,87.50999999999999,609.58,28,48,18,7,9.258970588235295,27.67,87.50999999999999,619.29,2013,11.70623,38.75922,636
22.97,16.64,17.81,13.77,4.2516,18.55,17.81,13.43,5.59375,23.06,16.3,12.36,7.2414000000000005,23.12,16.64,17.81,13.77,4.345476190476191,23.12,16.64,17.81,12.36,5.4260447761194035,6,65,21,12,11.540000000000001,34.57,107.46000000000001,782.48,9,108.28,65,22,12,11.324246575342466,34.57,107.46000000000001,822.66,28,65,25,13,11.06670588235294,34.57,107.46000000000001,930.35,2013,11.70946,38.75917,637
23.12,16.64,17.81,13.77,4.392916666666666,18.55,17.7,13.43,5.770434782608696,23.15,16.3,10.77,7.979444444444445,23.12,16.64,17.81,13.62,4.483875,23.15,16.64,17.81,10.77,5.892537313432836,9,55,16,9,10.296557377049181,34.57,107.46000000000001,624.08,4,138.16,55,18,10,10.500735294117646,34.57,107.46000000000001,709.14,28,55,20,10,10.258266666666668,34.57,107.46000000000001,759.05,2013,11.66908,38.86812,638
24.17,18.29,17.87,14.34,4.344399999999999,19.49,17.16,13.72,5.726666666666667,23.16,15.71,10.74,7.851,24.17,18.29,17.87,14.34,4.457023809523809,24.17,18.29,17.87,10.74,5.723432835820895,1,64,26,6,10.367397260273973,40.29,132.95,755.74,1,132.29,64,28,6,9.89548780487805,40.29,132.95,810.35,33,64,29,7,9.335106382978724,40.29,132.95,874.23,2014,11.70948,38.75632,639
23.16,18.29,17.87,15.07,4.501470588235294,19.49,17.16,12.92,6.2820833333333335,23.38,15.99,9.47,8.101754385964911,23.16,18.29,17.87,13.72,4.678311688311688,23.38,18.29,17.87,9.47,6.13455223880597,1,50,20,4,8.93560606060606,40.29,132.95,588.67,8,113.14,50,22,5,9.003378378378379,40.29,132.95,664.72,33,50,22,5,8.182261904761905,40.29,132.95,680.29,2014,11.7008,38.7657,640
25.33,19.15,14.28,9.23,10.53974358974359,19.71,12.44,9.09,13.08125,25.51,12.8,5.63,13.806279069767442,25.33,19.15,14.28,9.23,10.895517241379311,25.51,19.15,14.28,5.63,11.858307692307692,5,36,5,0,4.6613559322033895,16.53,53.58,266.42,15,15.88,36,5,0,4.650833333333334,16.53,53.58,269.89,24,36,5,0,4.589848484848485,16.53,53.58,287.62,2015,9.053139,39.172694,642
22.67,17.09,14.83,11.04,6.342361111111111,17.81,12.71,8.91,8.317083333333333,22.89,12.41,5.18,10.651698113207548,22.67,17.09,14.83,9.6,6.58679012345679,22.89,17.09,14.83,5.18,8.19455223880597,2,32,13,3,7.1893939393939394,34.52,103.29,470.26,12,75.41,32,13,3,7.096764705882353,34.52,103.29,476.09,33,32,13,3,7.0091549295774644,34.52,103.29,482.89,2014,11.78964,39.0228,644
23.16,18.92,17.87,11.83,5.552266666666666,20.62,15.11,10.74,8.467916666666666,23.89,15.99,9.47,8.487,23.16,18.92,17.87,11.83,5.873095238095238,23.89,18.92,17.87,9.47,6.848432835820895,17,32,18,1,8.057678571428571,24.35,66.73,448.61,24,0,32,18,1,8.057678571428571,24.35,66.73,448.61,33,32,18,1,7.097462686567165,24.35,66.73,465.65,2014,11.70623,38.75922,645
25.7,17.31,15.37,10.93,8.769868421052632,21.06,14.06,9.23,11.754814814814814,24.69,13.75,5.38,13.599791666666667,25.7,17.31,15.37,10.26,9.243409090909092,25.7,17.31,15.37,5.38,10.780955882352941,10,37,11,6,8.290727272727272,32.2,90.33,449.15,18,24,37,11,6,8.196250000000001,32.2,90.33,451.41,28,37,11,6,8.026724137931035,32.2,90.33,455.28000000000003,2013,13.3742,39.0925,646
29.08,20.53,16.63,12.1,10.457792207792208,22.01,15.15,11.63,12.518333333333333,27.88,14.62,8.84,13.642244897959184,29.08,20.53,16.63,12.1,10.731860465116279,29.08,20.53,16.63,8.84,11.788222222222222,26,15,8,2,10.534594594594596,90.51,128.75,382.78000000000003,11,4.51,15,8,2,10.307631578947369,90.51,128.75,383.97,26,15,8,2,9.264545454545454,90.51,128.75,394.48,2015,13.3742,39.0925,647
29.08,20.53,16.55,11.5,11.904871794871795,23.63,14.62,8.84,13.349230769230768,27.49,13.99,8.58,13.17468085106383,29.08,20.53,16.55,9.59,12.11314606741573,29.08,20.53,16.55,8.58,12.48,26,3,0,1,11.110833333333334,90.51,102.71000000000001,121.99000000000001,16,6.71,3,0,1,9.732142857142858,90.51,102.71000000000001,124.82000000000001,26,4,0,1,7.913043478260869,90.51,102.71000000000001,165.14000000000001,2015,13.3742,39.0925,648
29.08,20.53,16.63,12.1,10.543561643835616,22.01,14.87,11.63,13.3028,27.88,14.62,8.58,13.566666666666666,29.08,20.53,16.63,11.63,10.785301204819277,29.08,20.53,16.63,8.58,11.843880597014925,26,15,7,2,11.640344827586206,90.51,128.75,330.74,9,2.7199999999999998,15,7,2,11.331,90.51,128.75,332.27,26,15,7,2,9.464,90.51,128.75,363.97,2015,13.3742,39.0925,649
29.08,20.53,16.63,12.1,10.506753246753247,22.01,15.15,11.63,12.787692307692307,27.88,14.62,8.58,13.776938775510203,29.08,20.53,16.63,12.1,10.831136363636363,29.08,20.53,16.63,8.58,11.884744525547445,26,15,7,2,10.529166666666667,90.51,128.75,371.97,11,4.51,15,7,2,10.30081081081081,90.51,128.75,373.16,26,15,7,2,9.084090909090909,90.51,128.75,385.89,2015,13.3742,39.0925,650
29.08,20.53,16.63,12.1,10.858157894736841,22.01,14.62,11.5,13.28,27.88,14.62,8.58,13.219791666666666,29.08,20.53,16.63,11.63,11.23340909090909,29.08,20.53,16.63,8.58,11.934485294117646,26,15,7,1,11.5008,90.51,128.75,279.91,9,6.18,15,7,1,10.823333333333334,90.51,128.75,283.71,26,15,7,1,9.12638888888889,90.51,128.75,313.14,2015,13.3742,39.0925,652
25.7,19.93,15.37,10.26,9.745324675324675,22.34,12.4,9.23,12.818333333333333,24.69,13.75,5.38,13.908979591836735,25.7,19.93,15.37,9.23,10.081162790697674,25.7,19.93,15.37,5.38,11.470518518518519,13,24,5,4,6.71046511627907,22.72,74.23,280.97,18,2.22,24,5,4,6.713023255813954,22.72,74.23,280.97,30,24,5,4,6.504347826086956,22.72,74.23,288.68,2013,13.3742,39.0925,653
29.08,20.53,16.63,12.1,10.623076923076923,22.01,14.87,11.63,13.364230769230769,27.88,14.62,8.58,13.59468085106383,29.08,20.53,16.63,11.63,10.920449438202247,29.08,20.53,16.63,8.58,11.844632352941176,26,15,7,2,10.873333333333333,90.51,128.75,351.76,9,4.99,15,7,2,10.616176470588234,90.51,128.75,353.29,26,15,7,2,9.25,90.51,128.75,383.73,2015,13.3742,39.0925,654
29.08,20.53,16.63,12.1,10.858513513513513,22.01,14.62,11.5,13.30642857142857,27.88,14.62,8.58,13.264468085106383,29.08,20.53,16.63,11.63,11.257471264367815,29.08,20.53,16.63,8.58,11.96141791044776,26,15,7,1,11.4716,90.51,128.75,279.91,9,6.18,15,7,1,10.803703703703704,90.51,128.75,283.71,26,15,7,1,9.110833333333334,90.51,128.75,313.14,2015,13.3742,39.0925,655
29.08,20.53,16.63,11.63,11.358815789473685,22.01,14.62,11.5,13.240434782608695,27.49,14.62,8.58,13.2042,29.08,20.53,16.63,11.5,11.611309523809524,29.08,20.53,16.63,8.58,12.205671641791044,26,8,3,1,11.525789473684211,90.51,128.75,211.86,9,4.99,8,3,1,11.18,90.51,128.75,214.13,26,8,3,1,8.930000000000001,90.51,128.75,243.56,2015,13.3742,39.0925,656
29.08,20.53,16.63,13.69,10.15125,22.69,15.55,12.1,12.167692307692308,27.88,14.87,8.84,13.366226415094339,29.08,20.53,16.63,12.78,10.41409638554217,29.08,20.53,16.63,8.84,11.564558823529412,19,15,8,2,9.961463414634146,90.51,128.75,402.66,15,1.79,15,8,2,9.799761904761905,90.51,128.75,404.45,26,15,8,2,8.768775510204081,90.51,128.75,416.15,2015,13.3742,39.0925,657
25.7,17.31,15.37,10.93,8.675616438356164,20.88,15.02,10.26,10.744399999999999,24.69,13.75,5.38,13.468627450980392,25.7,17.31,15.37,10.3,8.978192771084338,25.7,17.31,15.37,5.38,10.68723880597015,10,38,11,7,9.10679245283019,40.28,98.41,476.03000000000003,12,93.32000000000001,38,11,7,8.756666666666666,40.28,98.41,491.69,25,38,11,7,8.573389830508475,40.28,98.41,495.56,2013,13.3742,39.0925,658
25.7,17.31,15.37,10.93,8.805064935064935,21.06,14.06,9.26,11.737083333333333,24.69,13.75,5.38,13.605102040816327,25.7,17.31,15.37,10.3,9.15,25.7,17.31,15.37,5.38,10.767037037037037,10,37,11,6,8.183035714285714,32.2,90.33,451.41,16,19.09,37,11,6,8.196250000000001,32.2,90.33,451.41,27,37,11,6,8.026724137931035,32.2,90.33,455.28000000000003,2013,13.3742,39.0925,659
29.08,20.53,16.63,12.1,10.531506849315068,22.01,14.87,11.63,13.267999999999999,27.88,14.62,8.58,13.615294117647059,29.08,20.53,16.63,12.1,10.741566265060241,29.08,20.53,16.63,8.58,11.835298507462687,26,15,7,2,11.859310344827588,90.51,128.75,337.09000000000003,8,2.7199999999999998,15,7,2,11.208709677419355,90.51,128.75,339.81,26,15,7,2,9.621,90.51,128.75,370.25,2015,13.3742,39.0925,660
29.08,20.53,16.63,12.1,10.593815789473684,22.01,14.87,11.63,13.297777777777778,27.88,14.62,8.58,13.55125,29.08,20.53,16.63,11.63,10.912954545454545,29.08,20.53,16.63,8.58,11.844117647058823,26,15,7,2,11.021875,90.51,128.75,345.87,9,4.99,15,7,2,10.75939393939394,90.51,128.75,347.4,26,15,7,2,9.343571428571428,90.51,128.75,377.84000000000003,2015,13.3742,39.0925,661
29.08,20.53,16.63,11.63,11.557236842105263,23.63,14.62,11.5,12.961304347826086,27.49,14.58,8.58,13.2328,29.08,20.53,16.63,11.5,11.690595238095238,29.08,20.53,16.63,8.58,12.266044776119402,26,5,1,1,10.93375,90.51,128.75,166.95000000000002,6,8.98,5,1,1,10.508235294117648,90.51,128.75,168.14000000000001,26,5,1,1,8.125,90.51,128.75,211.84,2015,13.3742,39.0925,662
29.08,20.53,16.63,13.13,10.372857142857143,24.72,15.55,12.1,12.699230769230768,27.88,14.62,8.84,13.426530612244898,29.08,20.53,16.63,12.1,10.64090909090909,29.08,20.53,16.63,8.84,11.637226277372262,26,15,8,2,9.971219512195121,90.51,128.75,402.66,11,2.98,15,8,2,9.819047619047618,90.51,128.75,404.45,26,15,8,2,8.768163265306121,90.51,128.75,416.15,2015,13.3742,39.0925,663
23.16,18.29,17.87,13.72,4.630821917808219,19.49,16.04,11.83,7.115217391304348,23.38,15.99,9.47,8.17188679245283,23.16,18.29,17.87,12.92,4.917037037037037,23.38,18.29,17.87,9.47,6.204402985074626,1,47,20,5,8.922957746478874,40.29,132.95,632.45,15,76.05,47,20,5,8.944366197183099,40.29,132.95,632.45,33,47,20,5,8.086913580246913,40.29,132.95,648.02,2014,11.68118,38.68824,664
25.7,17.31,15.37,11.88,8.646986301369862,20.88,15.02,10.26,10.5524,24.69,13.75,5.38,13.316470588235294,25.7,17.31,15.37,10.57,8.892168674698794,25.7,17.31,15.37,5.38,10.576044776119403,10,40,11,9,9.92388888888889,40.28,134.66,530.04,10,95.5,40,11,9,9.40508474576271,40.28,134.66,547.46,23,40,11,9,9.206557377049181,40.28,134.66,551.33,2013,13.3742,39.0925,665
25.33,19.15,14.06,9.09,10.888961038961039,19.71,11.17,8.33,14.018461538461539,25.23,12.8,5.63,13.621632653061225,25.51,19.15,14.06,8.33,11.240340909090909,25.51,19.15,14.06,5.63,12.092043795620437,9,32,5,0,4.715294117647058,16.53,53.58,232.57,23,2.24,32,5,0,4.729019607843138,16.53,53.58,232.57,24,32,5,0,4.379230769230769,16.53,53.58,267.98,2015,9.053139,39.172694,668
25.7,17.31,15.37,11.98,8.639583333333333,20.88,15.02,10.26,10.532692307692308,24.69,13.75,5.38,13.41943396226415,25.7,17.31,15.37,10.57,8.892168674698794,25.7,17.31,15.37,5.38,10.656470588235294,10,40,11,9,10.079622641509435,40.28,134.66,528.37,10,99.05,40,11,9,9.40508474576271,40.28,134.66,547.46,25,40,11,9,9.206557377049181,40.28,134.66,551.33,2013,13.3742,39.0925,669
25.7,17.31,15.37,10.93,8.805064935064935,21.06,14.06,9.26,11.737083333333333,24.69,13.75,5.38,13.605102040816327,25.7,17.31,15.37,10.3,9.15,25.7,17.31,15.37,5.38,10.767037037037037,10,37,11,6,8.183035714285714,32.2,90.33,451.41,16,19.09,37,11,6,8.196250000000001,32.2,90.33,451.41,27,37,11,6,8.026724137931035,32.2,90.33,455.28000000000003,2013,13.3742,39.0925,671
