id,year,region,lat,lon,type
1211,2015,Tigray,13.3742,39.0925,Farm trial
1212,2014,Oromia,8.769639,39.275944,Farm trial
1213,2014,Amhara,11.7903,39.02114,Farm trial
1214,2013,Tigray,13.3742,39.0925,Farm trial
1215,2015,Tigray,13.3742,39.0925,Farm trial
1216,2014,Amhara,11.73172,38.75739,Farm trial
1217,2015,Tigray,13.3742,39.0925,Farm trial
1218,2015,Tigray,13.3742,39.0925,Farm trial
1219,2015,Tigray,13.3742,39.0925,Farm trial
1220,2013,Tigray,13.3742,39.0925,Farm trial
1221,2014,Oromia,8.769806,39.269972,Farm trial
1222,2015,Oromia,8.784167,39.235361,Farm trial
1224,2014,Oromia,9.916444,39.194056,Farm trial
1225,2014,Oromia,9.042389,39.134361,Farm trial
xxx,2012,Amhara,11.666667,38.866667,Station trial
yyy,2012,Tigray,13.65,39.166667,Station trial
