sample,kendallTau,run,trait
0.85,0.13658965632483916,38,GY
0.85,0.07658769155207346,39,GY
0.85,0.11044883747338974,40,GY
0.85,0.030254427707652264,41,GY
0.85,3.880939190392986e-4,42,GY
0.85,-0.008473322246270513,43,GY
0.85,0.04596425307642201,44,GY
0.85,0.10904440993159217,45,GY
0.85,0.10151179290154061,46,GY
0.85,0.13404993697396753,47,GY
0.85,0.10598280228049947,48,GY
0.85,0.08295548692167923,49,GY
0.85,0.08894896685651396,50,GY
0.85,0.05701324071457823,51,GY
0.85,0.08339861090566239,52,GY
0.85,0.06849301171642921,53,GY
0.85,0.15004998684910703,54,GY
0.85,0.047525505301611565,55,GY
0.85,0.04286719811634547,56,GY
0.85,0.0348493485602889,57,GY
0.85,0.08140529471921316,58,GY
0.85,0.20454426242844276,59,GY
0.85,0.02878354165854641,60,GY
0.85,0.11394759567430286,61,GY
0.85,0.04141780080932285,62,GY
0.85,-0.0016484894385334797,63,GY
0.85,0.032036965673090625,64,GY
0.85,0.08464267966729258,65,GY
0.85,0.1423597225119376,66,GY
0.85,0.061441325935938776,67,GY
0.85,0.14437772191600973,68,GY
0.85,0.17320337508667893,69,GY
0.85,0.0806781245447617,70,GY
0.85,0.14289784657213103,71,GY
0.85,0.10131636064778303,72,GY
0.85,0.031159925216461774,73,GY
0.85,0.07748191007500432,74,GY
0.85,0.13493257464135106,75,GY
0.85,0.052128207260230396,76,GY
0.85,0.04421553401322287,77,GY
0.85,0.0401782991268683,78,GY
0.85,0.07561297335102624,79,GY
0.85,0.054176421647882646,80,GY
0.85,0.11744069978250568,81,GY
0.85,0.08747886815587637,82,GY
0.85,0.165881508740592,83,GY
0.85,0.08791361919712888,84,GY
0.85,0.05675031860630031,85,GY
0.85,0.08036017731181878,86,GY
0.85,0.06505763962505288,87,GY
0.85,0.11753605978836623,88,GY
0.85,0.15428507642555203,89,GY
0.85,0.15911435197382084,90,GY
0.85,0.08302588681489559,91,GY
0.85,0.04834857118952596,92,GY
0.85,0.10101955610991452,93,GY
0.85,0.0391871214977365,94,GY
0.85,0.08485749193357411,95,GY
0.85,0.13472122989584553,96,GY
0.85,0.07245953502368534,97,GY
0.85,0.004431872695971299,98,GY
0.85,0.004554899380285152,99,GY
0.85,0.09821253132798424,100,GY
0.95,0.053320667898314966,1,GY
0.95,0.05659656732216242,2,GY
0.95,0.067142653423061055,3,GY
0.95,0.12561359294221844,4,GY
0.95,0.12047365200071829,5,GY
0.95,0.2017240353275957,6,GY
0.95,0.2535121626105805,7,GY
0.95,0.1665178440071103,8,GY
0.95,0.09905552401888346,9,GY
0.95,0.021374248810395853,10,GY
0.95,0.06240589554677603,11,GY
0.95,0.10277185648559632,12,GY
0.95,0.06661552069754531,13,GY
0.95,0.07882381871456409,14,GY
0.95,0.13602564650323157,15,GY
0.95,0,16,GY
0.95,0.18128879312141147,17,GY
0.95,0,18,GY
0.95,0.21084902563429223,19,GY
0.95,0.04731053691233869,20,GY
0.95,-0.006884494352383315,21,GY
0.95,0.14258164279166619,22,GY
0.95,0.06935186450030403,23,GY
0.95,0.08649947101609168,24,GY
0.95,0.0704513699331987,25,GY
0.95,0.022768206572154483,26,GY
0.95,0,27,GY
0.95,0.18110702880967133,28,GY
0.95,0.16411000420664534,29,GY
0.95,0.11668349024739276,30,GY
0.95,0.09391374332432507,31,GY
0.95,0.16743710353946836,32,GY
0.95,0.1903262158624131,33,GY
0.95,-0.037820124883518845,34,GY
0.95,0.0600378813700913,35,GY
0.95,-0.0037158920835709923,36,GY
0.95,0.017694058743401374,37,GY
0.95,-0.012653696316573457,38,GY
0.95,0.02553504240938478,39,GY
0.95,0.13689896461132303,40,GY
0.95,-0.06321201896669974,41,GY
0.95,0.1675521055796751,42,GY
0.95,0.10627451511538497,43,GY
0.95,0.11306339501801788,44,GY
0.95,0.13737127247275543,45,GY
0.95,0.3169264131712991,46,GY
0.95,0,47,GY
0.95,-0.09307840354341229,48,GY
0.95,0.10021147293313966,49,GY
0.95,-0.00449447467264657,50,GY
0.95,0.1412055457649227,51,GY
0.95,0.06139883050133902,52,GY
0.95,0,53,GY
0.95,0.06062297459148328,54,GY
0.95,0.21396834754841354,55,GY
0.95,0.08592514608827168,56,GY
0.95,0.012867951565313361,57,GY
0.95,0.052487186066550146,58,GY
0.95,0.0332300665639276,59,GY
0.95,0.14904132946328696,60,GY
0.95,0.21794017067380028,61,GY
0.95,0.07044267985285883,62,GY
0.95,-0.0045610471974013335,63,GY
0.95,0,64,GY
0.95,-0.019998032090262408,65,GY
0.95,0.13817237197935936,66,GY
0.95,0.11794961754928679,67,GY
0.95,0.02162204984327163,68,GY
0.95,-0.08575456009946884,69,GY
0.95,0.11982855750936272,70,GY
0.95,0.14562637291899871,71,GY
0.95,0.10784531681118166,72,GY
0.95,0,73,GY
0.95,-0.09545961368313208,74,GY
0.95,0.21370471787351644,75,GY
0.95,0,76,GY
0.95,0.09434106899214596,77,GY
0.95,0.20530423425220568,78,GY
0.95,0,79,GY
0.95,0.19703134075737583,80,GY
0.95,0,81,GY
0.95,0,82,GY
0.95,0.07487963583461406,83,GY
0.95,0.3115442979687773,84,GY
0.95,0.05418152119664085,85,GY
0.95,0.024238314350118903,86,GY
0.95,0,87,GY
0.95,0,88,GY
0.95,-0.03844119131530534,89,GY
0.95,0,90,GY
0.95,0,91,GY
0.95,0.10607122932904509,92,GY
0.95,0.12930867102964821,93,GY
0.95,0.05265621970388796,94,GY
0.95,0,95,GY
0.95,0.04675785478060176,96,GY
0.95,0.04242112762923203,97,GY
0.95,0.07184894670593958,98,GY
0.95,0.11781516259877407,99,GY
0.95,0,100,GY
